Established_Date,Create_Date,Advertise_From,Advertise_To,DaystilExpires,Job_Number,Jobid,Job_Type,Paid_Per,Job_Title,Category,Department,Department_Code,Hits,Submitted_Resume_Count,Continuous,Job_Description,Essential_Duties_and_Resp,Language,Location,Maximum_Salary,Minimum_Salary,Maximum_Salary_Range,Benefit_Code,Status,Publisher,State,Jurisdiction,AdvertiseTo_Yr,AdvertiseTo_Mth,AdvertiseFrom_Mth,AdvertiseFrom_Yr,CreateDate_Yr,CreateDate_Mth,AdvertiseTo_DayofWk,OBJECTID
2014-05-16T19:51:00.000Z,2018-09-20T10:14:04.000Z,2018-09-20T03:00:00.000Z,2019-04-18T02:59:00.000Z,9,2018-00568,2216032,Part-Time,Hour,Recreation Leader - Hill Street Community Center,Parks and Recreation,PRC Recreation,6230,463,13,False,"Hill Street community center is a smaller neighborhood site located just off the Beltline and Capital Blvd.? As a Recreation Leader, you will be the face of the community center, provide excellent customer service and an exceptional experience to all patrons daily.? You will be responsible for processing transactions, responding to questions about our park and programs, questions regarding our department, as well as assisting staff with activities when needed.? Recreation Leaders are considered essential staff and can supervise a facility in the absence of a full-time staff member.? Recreation Leaders assists recreation facility directors in overall management and operation of the facility and recreation programs.? This position requires an extensive amount of training, including First Aid/CPR, Safety and overall departmental review, which will be provided<br>?<br><br><br><br>?","Oversee and/or direct daily program and staff activities. Provide outstanding customer service when assisting the public through various communication methods. Be familiar with the facility and city programs.?Responsible for program registrations, facility and shelter rentals.?Proper collection and handling of fees in accordance with the City of Raleigh's cash handling policies and procedures.?Maintain records using Excel, Word and Publisher, Class Software and general filing. Help maintain and clean facility as needed. Prepare attendance reports and distribute evaluations to patrons.?Supervise check in/check out procedures of programs. Provide feedback regarding program goals and objectives.?Create activity schedules.?Develop and distribute promotional and marketing information.",  ==None,"Hill Street Park 2307 Hill Street, Raleigh",,9,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,9,2018,2018,9,Wednesday,382427
2014-07-16T12:42:32.000Z,2014-07-20T16:53:34.000Z,2018-08-23T03:00:00.000Z,,,2014 -00100,923649,Part-Time,Hour,Tennis Instructor,"Parks and Recreation ,Sports & Physical Education,Sports",PRC Recreation,6230,6021,125,True,"<p>After going through on court training, you will teach junior beginner classes Saturdays 9am-1pm. There are spring, summer and fall seasons.<br>?<br>?</p>",,  ==None,"Millbrook Exchange Park 1905 Spring Forest Road, Raleigh",,14,,N/A,Active,City of Raleigh,NC,16000US3755000,,,8,2018,2014,7,,382469
2017-10-02T19:49:20.000Z,2018-08-18T16:47:34.000Z,2018-08-18T03:00:00.000Z,,,2018-00520,2183028,Full-Time,Year,Commercial Building Inspector,"Building & Safety,Construction Trades",Development Services,2910,2458,89,True,"<strong>Hiring Range: $43,488.00 -?$60,650.00 (Promotional Hiring Ranges may vary)</strong><br>This class is the third level in a six-level Inspections and Compliance Series devoted to providing inspection and/or enforcement activities. Incumbents provide advanced building trade field inspections of residential and commercial projects, usually requiring knowledge and/or license in one or more trades and may serve as a technical resource and/or lead over other inspectors.Incumbents are required to possess knowledge of construction materials, building practices and, carpentry and to have a valid current license in an assigned trade. As assigned, incumbents may serve as lead workers, assigning work and monitoring work completion.","<strong>Essential Duties:</strong><ul>	<li>Performs advanced building trade field inspections of residential and commercial projects; performs building plans review to determine compliance with applicable building codes and to issue building permit.	<li>May serve as lead worker, assigning work and monitoring work completion.	<li>Responds to information requests and inquiries; provides technical advice to City staff, design professionals, the public, and other project stakeholders; provides interpretation of building codes and ordinances and those associated with applicable trade(s) specialty.	<li>Performs code-related research; identifies building code compliance issues; provides alternative solutions to resolve issues.	<li>Prepares and maintains reports, records, data and documentation related to inspections, plans review, research, and other project reviews.	<li>Plans and prioritizes schedule and field activities; maintains communication with property owners, other inspectors and stakeholders to coordinate and facilitate inspection work.	<li>Performs other duties of a similar nature and level as assigned.	<li>Identifies, develops, implement and maintains processes and practices that encourage, support and promote effective, comprehensive and meaningful citizen engagement.</ul>",  ==None,"Varies, Raleigh",70310,43488,70k-80k,Benefits,Active,City of Raleigh,NC,16000US3755000,,,8,2018,2018,8,,382475
2017-10-02T19:49:20.000Z,2018-07-09T22:24:59.000Z,2018-08-15T03:00:00.000Z,,,2018-00435,2138618,Full-Time,Year,Chief Building Code Compliance Officer,"Code Enforcement,Planning and Development,Redevelopment,Trades",Development Services,2910,5427,56,True,"<p><strong>Hiring range: $51,822.00 - $80,000 (promotional hiring range may vary)</strong></p><p>This class is the sixth level in a six-level Inspections and Compliance Management Series devoted to providing supervision and management over trades, building and housing inspection and/or code enforcement activities. ?Incumbents provide advanced journey-level professional program analysis and coordination, in addition to supervising paraprofessional and support staff and are considered subject matter experts with the highest level of knowledge, providing consultation to other staff and to management.? Incumbents supervise paraprofessional and support staff including conducting performance evaluations, coordinating training, and implementing hiring, discipline and termination procedures.</p>","<strong><u>ESSENTIAL DUTIES</u></strong>:<ul>	<li>This class specification represents only the core areas of responsibilities; specific position assignments will vary depending on the needs of the Department.	<li>Supervises staff including conducting performance evaluations, coordinating training, and implementing hiring, discipline and termination procedures.	<li>Plans, administers and coordinates daily operations of assigned code enforcement program and/or inspections program; analyzes and implements effective processes, methods and procedures; provides support in the performance of the most difficult operational assignments.	<li>Serves as a representative of assigned services program or function providing technical direction and guidance, interpreting applicable regulations and policies, providing recommendations and implementing solutions to compliance issues.	<li>Receives and responds to technical inquiries and information requests from citizens, property owners/representatives, City departments, utility companies, contractors, industry representatives and/or public officials; addresses and resolves escalated consumer complaints.	<li>Prepares and maintains program documentation, reports, presentations, and other related files and records.	<li>Performs other duties of a similar nature and level as assigned.</ul><strong>Positions assigned to <u>Code Enforcement, Trades Inspection, or Housing Inspection </u>may be responsible for:</strong><ul>	<li>Serving as first-level supervisors of field staff engaged in the inspection of new and existing buildings and structures to ensure conformance with the housing, building, electrical, mechanical and plumbing codes as well as the public nuisance and zoning codes pertaining to vehicles;	<li>Performing the most complex and difficult inspections and reviewing enforcement cases to recommend and/or propose legal action.</ul>",  ==None,"One Exchange Plaza 219 Fayetteville Street, Raleigh",95871,51822,80k+,Benefits,Active,City of Raleigh,NC,16000US3755000,,,8,2018,2018,7,,382480
2014-05-16T19:51:00.000Z,2018-08-09T21:02:16.000Z,2018-08-09T03:00:00.000Z,2019-07-15T02:59:00.000Z,97,2018-00513,2174216,Part-Time,Hour,Recreation Leader - Parking Greeter,Parks and Recreation,PRCR Resources,6240,890,27,False,"Be a part of Pullen Park, North Carolina's first amusement park.? Our campus contains 72 acres of gorgeous park land and offers a variety of activities and amusements to keep crowds of all ages engaged and entertained.? The carousel on property dates back to 1921 and is accompanied by the authentic sounds of an original Wurlitzer organ.? When guests take a spin around the park on our CP Huntington miniature train, their imagination is sent back to the golden age of transportation as they explore our park grounds.? In addition to our Kiddie Boats and Pedal Boats, these attractions and our team help make Pullen Park one of the City of Raleigh's most memorable experiences.<br>?<br>As a Recreation Leader - Parking Greeter, your primary responsibility will be to lead the Parking Greeter team during peak season weekends, holidays, school breaks and special events.? During our off-peak season and on select weekdays, you will have the opportunity to transition inside the park to train in the Attractions Operations and Cashier roles and fill in as needed.<br>?<br>The ability of the Pullen Park team to have an impact on a guest's experience starts when they enter our gates and ends as we wave goodbye.? In this role, you will gain entry level leadership experience while helping deliver exceptional guest service in a safe and efficient work environment.<br>??<br><strong>**Saturday and Sunday availability is a requirement for this role.? Weekday availability is a plus**</strong><br>?<br><strong>**You must be 18 or over with a valid driver's license to considered for this role**</strong><br>?","Recreation Leaders assist Facility Managers with supervision and operation of the facilities and recreation programs. Recreation Leaders are considered essential staff and can supervise a facility in the absence of a full time staff member. This position requires an extensive amount of training including safety, first- aid/CPR and fire safety, which will be provided. ?The Recreation Leader will provide coaching and direction to team members, ensuring that they follow all operational procedures and policies while also displaying exemplary guest service.? During break periods the Recreation Leader will be required to fill in for staff, following all safety guidelines and operating procedures. Guest service, conflict resolution and communication are huge components of this position, as the Recreation Leader will often be the first point of contact for guest and staff questions and concerns. You may also be responsible for the banks and daily balancing of funds from up to four ticket windows in a day.?<br>?<br><u>Specific responsibilities include (but are not limited to)</u>:<ul>	<li>Supervise staff, ensuring Attractions Operations team members are acting in accordance with safety policies and operating procedures.	<li>Develop daily staff rotations, ensuring that all areas are staffed to safety standards	<li>Coach and provide feedback to staff regarding performance at each position.	<li>Organize, complete and maintain records such as daily checklists and reports	<li>Demonstrate outstanding guest service when assisting the public through various communication methods.	<li>Ensure accurate data entry for program registrations, facility and shelter rentals.	<li>Demonstrate knowledge of facility and city programs.??	<li>Maintain records using Excel, Word and Publisher, Class Software and filing systems.	<li>Communicate standards and policy updates to staff through written and verbal methods	<li>Perform basic maintenance on equipment and facilities, reporting larger issues to recreation management.	<li>Operate all attractions areas in accordance with safety policies and operating procedures when breaking staff members or covering shifts.	<li>Assist in the completion of monthly maintenance and safety inspections	<li>Resolve all base level guest and staff concerns	<li>Oversee the safety and cleanliness of the facilities through daily park walks	<li>Complete bank in and bank out procedures when closing the cashier out for the day.	<li>Ensure staff is completing daily tasks such as cleaning, safety inspections and routine maintenance.??</ul><u>Additional responsibilities include (but are not limited to)</u>:<ul>	<li>Supervise staff and facility in absence of recreation management	<li>Assist with the inspection, set up and tear down of special events equipment	<li>Oversee special events operations and staffing? where daily responsibilities will vary</ul>",  ==None,"Pullen Park Amusements, 520 Ashe Avenue, Raleigh",,9,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,7,8,2018,2018,8,Sunday,382491
2014-05-16T19:49:47.000Z,2018-06-27T18:03:05.000Z,2018-06-27T03:00:00.000Z,2019-04-20T02:59:00.000Z,11,2018-00403,2127506,Part-Time,Hour,Recreation Aide - Chavis Community Center,Parks and Recreation,PRC Recreation,6230,449,24,False,Recreation Aides assist recreation facility directors and assistant directors with daily operation of the facility and recreation programs.?Recreation Aides always work with a Recreation Leader or a full time supervisor.?Responsible for providing?outstanding customer service when assisting the public using various communication methods.?Must be familiar with the facility and city programs.,"Responsible for program registrations.?Maintains records using Excel, Word, Publisher and Class Software and does general filing.?Help maintain and clean facility, as needed.?Prepare attendance reports and distributes evaluations to patrons.?Supervises program check in/check out procedures.?Develops and distributes promotional and marketing information. Sets up and moves program equipment.?Inspect program areas and equipment, and recommend maintenance and repairs as necessary.?Maintains and enforces facility and City of Raleigh rules and regulations.",  ==None,"Chavis Park 505 Martin Luther King Jr. Boulevard, Raleigh",,7,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,6,2018,2018,6,Friday,382584
2014-07-16T12:42:32.000Z,2018-05-21T17:52:03.000Z,2018-05-21T03:00:00.000Z,2019-05-11T02:59:00.000Z,32,2018-00326,2087520,Part-Time,Hour,Recreation Instructor - Quest Adult Day Program,"Recreation,Parks and Recreation ,Natural Resources",PRC Recreation,6230,507,16,False,"This is a part-time, year-round position in which instructor will plan and facilitate a day program for adult participants with a wide range of disabilities.? Program focuses on day-time recreation, healthy living activities and community engagement. This group meets two days per week and participants are engaged in a variety of activities and community outings, focused around monthly themes. Must be able to address and give instruction on a variety of topics. Typical position hours are Tuesdays and Thursdays, 830am-3pm ? but may vary depending on program needs. Applicant must attend all required trainings. Must pass a comprehensive background check and controlled substance test.","<strong>Responsibilities:</strong><ul>	<li>Assist Recreation Program Assistant Manager in the planning of programs	<li>Lead program activities, offering assistance to participants as needed	<li>Modify activities as needed, or provide reasonable accommodation for participation	<li>Monitor participants for safety, and address behavior concerns	<li>Communicate effectively with supervisors, co-workers, parents/guardians, and participants	<li>Document and/or relay accident/incident information to the appropriate staff</ul>Attend and participate in all required trainings and staff meetings",  ==None,"Frank Evans Building 2401 Wade Avenue, Raleigh",12,10,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,5,5,2018,2018,5,Friday,382641
2014-08-05T19:08:30.000Z,2018-05-10T15:45:24.000Z,2018-05-10T03:00:00.000Z,,,2018-00304,2076659,Part-Time,Hour,Attractions Operations,"Recreation,Parks and Recreation ,Natural Resources,Museum",PRCR Resources,6240,3797,108,True,"Be a part of the historic attractions at Pullen Park, North Carolina's first amusement park.? Live the life of a train conductor while driving our CP Huntington Miniature Train. Help kids take on the role of boat captain while they &quot;drive&quot; our kiddie boats across the swirling seas.? Bring families back in time to the roaring twenties when they take a spin on our authentic hand carved carousel with traditional music from an original Wurlitzer organ.? Send patrons out for a leisurely and serene trip across Lake Howell on our pedal boats. Becoming part of the Attractions Operations team at Pullen Park will allow you the opportunity to provide lifelong memories for generations of guests and their families.<br>?","Attractions Operations team members are responsible for the safe and efficient operation of all amusement rides, in addition to parking greeter duties that are to be performed in accordance with established City of Raleigh and NC Department of Labor policies and procedures.?<br>Attractions Operations team members will always work under the supervision of a Facility Manager.<br>There will be a responsibility for performing light maintenance in addition to the cleaning of rides and equipment while also helping to maintain the show quality and cleanliness of our grounds throughout the park.<br>Position involves physical movement and work in a variety of indoor and outdoor climates during all times of the year.??<br>Safety, excellent guest service and efficiency are the highest priorities in this role.<br><br><strong>Physical Requirements</strong><ul>	<li>Able to move equipment, which may include pushing, pulling, and lifting.	<li>Able to stand for up to eight (8) hours at a time.	<li>Able to work in a considerably noisy environment.	<li>Must have full use of arms and legs to operate equipment, climb stairs, and have bimanual dexterity (full use of both arms and both hands).	<li>Able to work outside during the warm and cold months.	<li>Able to exert up to 50 pounds of force occasionally, and/or up to 20 pounds of force frequently, and/or up to 10 pounds of force constantly to move objects.	<li>Must have eyesight of at least 20/30 with or without correction.	<li>Must be able to hear at least 40 decibels in an environment producing 500 ? 4000 hertz.	<li>Must be able to perform the following movements:? Balancing, Stooping, Crouching, Kneeling, Reaching, Standing, Walking, Pushing, Pulling, Lifting, Grasping, and Talking.</ul><strong><u>Specific responsibilities include (but are not limited to)</u>:</strong><br>???? Presenting a professional and welcoming appearance and attitude<br>???? Performing in a variety of positions as assigned on a daily basis<br>???? Completing and organizing daily paperwork<br>???? Conducting pre-opening and closing tasks such as safety walks and inspections<br>???? Facilitating parking operations by engaging and directing guests as they arrive????<br>???? Engaging guests and responding to inquiries about the park<br>???? Demonstrating efficiency and accuracy in taking tickets and notating attendance<br>???? Administering consistent admission policies and ride safety standards<br>???? Displaying courtesy towards all guests<br>???? Identifying and resolving load balancing issues on rides<br>???? Communicating ride safety instructions clearly and consistently<br>???? Upholding all safety standards and guidelines before, during and after the ride.<br>???? Recognizing potential safety issues during the ride and being prepared to act.<br>???? Upholding cleanliness of guest areas and work locations throughout the park<br>???? Maintaining order and providing clear direction during emergency situations.<br>???? Communicating with supervisors about stocking, maintenance and guest issues.<br><br><strong><u>Additional responsibilities include (but are not limited to)</u>:</strong><br>???? Assisting with preparation for special events and shelter rentals, including set up and inspection of equipment as well as recommending maintenance.<br>???? Attending mandatory trainings and meetings at various locations throughout the city.?<br>?",  ==None,"Pullen Park Amusements, 520 Ashe Avenue, Raleigh",8,7,,N/A,Active,City of Raleigh,NC,16000US3755000,,,5,2018,2018,5,,382661
2014-05-16T19:43:14.000Z,2018-05-01T20:13:13.000Z,2018-05-01T03:00:00.000Z,,,2018-00290,2067078,Part-Time,Hour,Cashier - Pullen Park,Parks and Recreation ,PRCR Resources,6240,2564,219,True,"Pullen Park is North Carolina's first amusement park and one of the region's most frequented public parks. Join our staff as part of the cashier and customer service team, helping to make our guest experience memorable.? As a Cashier you will often be the first point of contact for our guests, processing transactions and responding to questions about the park and our programs.? By creating a positive first impression with guests, we hope to make their experience exceptional and encourage them to return for future visits with their families.","-Assist with the safe and efficient operation of the amusement area of the park, focusing on, but not limited to the guest service locations.<br>?<br>-Interact in a courteous manner, assisting guests in finding their answers to all park and area related questions.<br>?<br>-Efficiently and accurately operate a POS (point-of-sale system), following the City of Raleigh cash handling procedures.<br>?<br>-Process a large volume of transactions, doing basic math to ensure accuracy of sales.<br>?<br>-Communicate effectively with a diverse population, using gestures and brochures as needed to assist with guest comprehension.<br>?<br>-Interpret guest needs, providing them the amount of tickets they will need to accomplish their goals in the park.<br>?<br>-Ensure a balanced drawer at the end of each shift.<br>?<br>-Assist by handling in person requests and comments from guests entering the Welcome Center.<br>?<br>-Retain information about site amenities, fees and directions to meet the needs and questions of park patrons.<br>?<br>-Maintain cleanliness and organization of the work area.<br>?<br>-Perform general duties as required.<br>?<br>-Position is generally stationed at a ticket window and may require some movement within the guest service area and back office to complete tasks.<br>??<br>-Assist with set-up, execution and tear down of park events.<br>?<br>-Some outdoor work may be required during park events and varying times of the year.<br>?<br>-Perform cashier responsibilities at park events and programs.<br>?<br>-Attend all required City of Raleigh trainings, completing online training supplements as needed.<br>?",  ==None,"Pullen Park Amusements, 520 Ashe Avenue, Raleigh",,7,,N/A,Active,City of Raleigh,NC,16000US3755000,,,5,2018,2018,5,,382671
2014-05-16T19:51:00.000Z,2018-04-10T18:06:33.000Z,2018-04-10T03:00:00.000Z,,,2018-00250,2045194,Part-Time,Hour,Recreation Leader - Lake Johnson Park,"Recreation,Parks and Recreation ,Parks",PRCR Resources,6240,533,37,True,"?Lake Johnson Park is looking to hire, enthusiastic, eager, hard-working Recreation Leaders for both facilities at Lake Johnson Park.<br>?","<strong>Responsibilities:</strong><br>Recreation Leaders will be responsible for the day to day oversite of the facility staff, operations, and activities. Recreation Leader must exhibit excellent customer service to the public, be familiar with the facility and City programs, help maintain and clean the facility, move and set up equipment necessary for programs and rentals, inspect program areas and equipment as well as recommend maintenance and repair, enforce the rules and guidelines of the facility, handle paperwork properly, and attend all required City trainings.<br>?<br><strong>Knowledge, Skills, and Duties:</strong><ul>	<li>Assisting the full-time facility management with overseeing and directing daily facility operations, programs, rentals and staff activities	<li>Assist with the opening and closing of park, securing facilities and gates as needed.?	<li>Oversees the opening and closing of park, including other staff, facilities and funds.???	<li>Engage with patrons and help create a welcoming environment.	<li>Ensure excellent customer service.	<li>Have an excellent knowledge of park policies and enforce them as necessary.	<li>Be familiar with the facility and City programs?	<li>Effective computer skills.	<li>Proper collection and handling of fees in accordance with cash handling policies and procedures	<li>Enforce the rules and guidelines of the facility</ul><ul>	<li>Assist facility staff with emergency and medical response.	<li>Responsible for the safety and security of the building.	<li>Patrol park lands and water, inspecting and maintaining park facilities.	<li>Uses radio system to communicate with park staff.	<li>Issues various rental outdoor equipment??	<li>Complete additional duties as assigned by supervisor.	<li>Preferred Skills:	<ul >		<li>Background in Biology, Ecology, Natural Resources, Wildlife, Fisheries, Environmental Sciences, or Outdoor Recreation		<li>Prior experience working with a boating operation and/or open or green spaces		<li>Ability to effectively lead and supervise a team of co-workers in a fast-paced active recreational setting.		<li>Awareness of all established safety protocols, for their program participants, themselves, their colleagues and the public.	</ul>	</ul>",  ==None,"Lake Johnson Park 4600 Avent Ferry Road, Raleigh",,9,,N/A,Active,City of Raleigh,NC,16000US3755000,,,4,2018,2018,4,,382708
2014-05-16T19:43:14.000Z,2018-03-22T18:13:20.000Z,2018-03-22T03:00:00.000Z,2019-10-02T02:59:00.000Z,176,2018-00212,2025947,Part-Time,Hour,Park Aide-Lake Wheeler Park,Parks and Recreation,PRCR Resources,6240,661,23,False,,"Park Aides will be responsible for assisting Park Assistants and facility managers with daily program and facility activities and operations. Park Aides will always work with a full-time facility manager or a Park Assistants and must exhibit excellent customer service to the public, be familiar with the facility and City programs, help maintain and clean the facility, move and set up equipment necessary for programs and rentals, inspect program areas and equipment as well as recommend maintenance and repair, enforce the rules and guidelines of the facility, handle paperwork properly, and attend all required City trainings.<br><br><strong>Specific Position Duties Include:</strong><br>Assist with the opening and closing of park, securing facilities and gates as needed.?<br>Engage with patrons and help create a welcoming environment.<br>Ensure excellent customer service at all times.<br>Patrols park lands and water, inspecting and maintaining park facilities.<br>Uses radio system to communicate with park office.<br>Have an excellent knowledge of park policies and enforce them as necessary.<br>Issues various rental outdoor equipment<br>Set up and clean of rental facilities both before and after use by patrons.?<br>Uses various vehicles (motor boats, gator, Paddle boats, Mountain Bike, park truck) to perform job duties.<br>Assist facility staff with emergency and medical response.<br>Complete additional duties as assigned by supervisor.<br><br><br><br>?",  ==None,"Lake Wheeler Park 6404 Lake Wheeler Road, Raleigh",,7,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,10,3,2018,2018,3,Tuesday,382739
2014-07-01T18:57:57.000Z,2015-03-13T14:20:22.000Z,2018-03-06T02:00:00.000Z,2019-04-18T02:59:00.000Z,9,2015 -00184,1099235,Part-Time,Hour,Baseball Scorekeeper - Laurel Hills Community Center,Parks and Recreation ,PRC Recreation,6230,3006,262,False,"This position is for?Laurel Hills Community Center located at 3808 Edwards Mill Road, Raleigh, 27612.?Scorekeepers must be attentive to the game and aware of play of the game. By doing so, the scorekeeper will keep track of the scorebook and scoreboard, if available, for the sport designated. They will be the primary contact for official scores and statistics. This position also requires other duties assigned by supervisors.","Be active in keeping score and minor statistics (scoring, time-outs, fouls, time, etc.) in our youth and adult athletic leagues, keeping open channels of communication with each sites field manager and teams playing on the Court or fields, key score entries in to our athletic league database, monitoring athletic teams to make sure events are being conducted safely. In addition, scorekeepers need to ensure that the court or field is ready for game play.",  ==None,"Varies, Raleigh",7,7,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,3,2018,2015,3,Wednesday,382777
2014-05-16T19:57:54.000Z,2018-01-19T15:56:12.000Z,2018-01-19T02:00:00.000Z,2019-04-10T02:59:00.000Z,1,2018-00041,1958511,Part-Time,Hour,Athletic Site Manager,"Recreation,Parks and Recreation ,Athletics & Fitness",PRC Recreation,6230,445,44,False,"The site manager position in athletics will include responsibilities associated with the total organization of youth, adult athletic leagues and special events. The position will assist with the administration and facility management of the Buffaloe Road Athletic Park. Responsibilities will include: program administration, program supervision and evaluation, monitoring facilities, customer service, office responsibilities, staff scheduling, special projects needed for specific areas and research. Ability to work with other program areas with in the Recreation Division in addition, work with the Parks Division Field Maintenance. Other related work required.",<br>?,  ==None,"Buffaloe Road Athletic Park 5900 Buffaloe Road, Raleigh",,12,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,1,2018,2018,1,Tuesday,382867
2014-07-03T20:57:22.000Z,2017-09-27T19:20:59.000Z,2017-09-27T03:00:00.000Z,,,2017 -00588,1861561,Temporary,Hour,Part-Time/Temporary Pool,Administrative Assistant,Temporary Pool,,5853,754,True,"This Pool is used to recruit candidates for short term or part-time assignments. Applicants will be considered in various functional areas throughout the city.<br><br><br><br><br><br><br><br>&nbsp;","Employees work in a variety of capacities across city government. Assignments vary in functional areas such as service and maintenance, administration, administrative support, and both technical and professional areas.<br><br>Candidates must have the ability to interact with the public tactfully and courteously, with a commitment to superior customer service. Ability to acquire knowledge of policies and procedures is required.<br><br>Assignments are located in various City departments, vary in length and can end at any time. Opportunities are on an as needed basis.",  ==None,"Raleigh Municipal Building 222 West Hargett Street, Raleigh",,,,N/A,Active,City of Raleigh,NC,16000US3755000,,,9,2017,2017,9,,383070
2014-06-30T21:55:15.000Z,2017-07-11T18:44:38.000Z,2017-07-11T03:00:00.000Z,2019-05-01T02:59:00.000Z,22,2017 -00462,1791865,Part-Time,Hour,Teen Program Counselor,Parks and Recreation,PRC Recreation,6230,3111,217,False,"This position is responsible for leading groups of teenagers in daily activities (games, arts and crafts, teambuilding, life skill programs, field trips, sports) while ensuring safety and fun.? Counselors provide minor first aid, keep records (attendance, first aid/medications, behavior, accident/incident), assist in keeping the program location and supplies clean and organized, participate in all activities with participants, and serve as positive role models for participants.? This position works at one of nine locations for the Teen Outreach Program or at the Saint Monica Teen Center.","<ul>	<li>Implement recreation programming under guidance of program director	<li>Assist director in designing and implementing recreation program plan	<li>Recognize and respond?appropriately in emergencies	<li>Supervise and lead participants during daily activities	<li>Create a safe and supportive environment where participants can thrive	<li>Maintain a high quality, safe, and enriching program</ul>",  ==None,"Varies, Raleigh",,9,,N/A,Active,City of Raleigh,NC,16000US3755000,2019,4,7,2017,2017,7,Tuesday,383222
2014-05-16T19:51:00.000Z,2017-05-08T15:07:57.000Z,2017-05-08T03:00:00.000Z,,,2017 -00317,1736734,Part-Time,Hour,Recreation Leader-Pullen Park,"Recreation,Parks and Recreation ,Museum",PRCR Resources,6240,4607,240,True,"Be a part of Pullen Park, North Carolina's first amusement park.? Our campus contains 72 acres of gorgeous park land and offers a variety of activities and amusements to keep crowds of all ages engaged and entertained.? The carousel on property dates back to 1911 and is accompanied by the authentic sounds of an original Wurlitzer organ.? When a guest take a spin around the park on our CP Huntington miniature train, their imagination is sent back to the golden age of transportation as they explore our park grounds.? As a Recreation Leader, you will be responsible for overseeing the staff and operation of these attractions and more throughout your day.? With your help, we can make memories for our guests that will last a lifetime.<br>?","Recreation Leaders assist Facility Managers with supervision and operation of the facilities and recreation programs. Recreation Leaders are considered essential staff and can supervise a facility in the absence of a full time staff member. This position requires an extensive amount of training including safety, first- aid/CPR and fire safety, which will be provided. ?The Recreation Leader will provide coaching and direction to team members, ensuring that they follow all operational procedures and policies while also displaying exemplary guest service.? During break periods the Recreation Leader will be required to fill in at each attraction, following all safety guidelines and operating procedures. Guest service and conflict resolution are huge components of this position, as the Recreation Leader will often be the first point of contact for guest and staff questions and concerns.? Recreation leaders will also be responsible for the banks and daily balancing of funds from up to four ticket windows in a day.?<br>?<br><u>Specific responsibilities include (but are not limited to)</u>:<ul>	<li>Supervise staff, ensuring rides are being operated in accordance with safety policies and operating procedures.	<li>Develop daily staff rotations, ensuring that all rides are staffed to safety standards	<li>Operate all rides in accordance with safety policies and operating procedures when breaking staff members or covering shifts	<li>Coach and provide feedback to staff regarding performance at each position.	<li>Organize, complete and maintain records such as daily checklists and rider counts	<li>Demonstrate outstanding customer service when assisting the public through various communication methods.	<li>Ensure accurate data entry for program registrations, facility and shelter rentals.	<li>Demonstrate knowledge of facility and city programs.??	<li>Maintain records using Excel, Word and Publisher, Class Software and filing systems.	<li>Communicate standards and policy updates to staff through written and verbal methods	<li>Perform basic maintenance on equipment and facilities, reporting larger issues to recreation management.	<li>Assist in the completion of monthly maintenance and safety inspections	<li>Resolve all base level guest and staff concerns	<li>Oversee the safety and cleanliness of the facilities through daily park walks	<li>Complete bank in and bank out procedures when closing the cashier out for the day.	<li>Ensure staff is completing daily tasks such as cleaning, safety inspections and routine maintenance</ul>?<br>?<br><u>Additional responsibilities include (but are not limited to)</u>:<ul>	<li>Supervise staff and facility in absence of recreation management	<li>Assist with the inspection, set up and tear down of special events equipment	<li>Oversee special events operations and staffing? where daily responsibilities will vary</ul>",  ==None,"Pullen Park Amusements, 520 Ashe Avenue, Raleigh",,9,,N/A,Active,City of Raleigh,NC,16000US3755000,,,5,2017,2017,5,,383340
